id;report_date;fatal;category;age;gender;time_in_sport;time_in_sport_orig;total_number_of_jumps;skydives_in_12_months;cause_of_death;system;main;wingload;reserve;aad;aad_installed;helmet;rsl;rsl_active_known;wingsuit;description;conclusion;experience_level;jump_happened;physical_harm;human_error;jump_type;aad_save;aad_fail;aad_unintentional;rsl_neg;weather_impact;reserve_used;swoop;number_of_skydivers;reserve_problem;ai_done
110;2023-09-01;Yes;Incorrect Emergency Procedures;28.0;Female;1.0;1 year(s);7.0;7.0;;Sun Path Student Odyssey;Performance Designs Sabre 2 210;;Performance Designs PDR 218;Airtec Cypres2;Yes;Sky Systems;installed   connected;Yes;;This jumper, who had made six tandem skydives in the previous 12 months, exited the aircraft at 14,000 feet above ground level with one instructor for her first solo-equipment student jump. The student reportedly exhibited strong aptitude during pre-jump practice sessions and demonstrated a high level of retention of the first-jump course materials, scoring 93% on the test and receiving retraining for the deficiency. The student was using a rig that had two bottom-of-container-mounted main-deployment handles: a standard one on the right side and an “instructor handle” on the left. The skies were clear with a temperature of 85 degrees Fahrenheit and 5-10 mph ground winds. The initial freefall portion of the skydive was uneventful. While in freefall, the instructor pointed out the location of the drop zone to the student, who couldn’t locate it at first. When the instructor pointed out the DZ again, the student nodded her head, presumably indicating that she recognized it. Afterward, the student seemed preoccupied with determining her orientation in relation to the drop zone and stopped monitoring her altitude. At around 6,100 feet AGL, the instructor signaled for the student to check her altimeter, but she failed to respond. At approximately 4,700 feet, the instructor, who was on the student’s left side, flew over her burble to access her main deployment handle on the right side but lost grips at 4,200 feet. At 3,000 feet, the instructor was able to take a grip on the student’s left forearm and pulled himself in to assist. At 2,400 feet, the instructor pulled the instructor handle and promptly dropped his grip. This opened the pilot-chute pouch, but since the pilot chute wasn’t thrown into clean air, it did not deploy immediately. The pilot chute began inflating but danced around in the student’s burble, which allowed it to entangle with the bridle and prevented it from fully inflating once it did clear the burble. Because the pilot chute was strangled by the bridle, it did not create enough force to immediately pull the main closing pin. At around 1,600 feet, the student reached for her main deployment handle, not realizing that it was already released and that she had a pilot chute in tow. Although she was at a low altitude and still in freefall, the student did not initiate her emergency procedures, and later inspection showed that both the cutaway and reserve handles were still in their pockets. At approximately 800 feet AGL, the instructor performed a wave-off and deployed his own main parachute. Simultaneously his automatic activation device fired, triggering the reserve parachute deployment. The instructor was able to land safely under two parachutes in a side-by-side configuration. At around 1,000 feet, the student’s AAD cut the reserve closing loop. However, the main began to deploy at the same time and hindered the reserve inflation. The student landed hard under two partially inflated canopies, with the main parachute’s slider still at the top of the lines and the reserve slider only 25% down the lines. She died instantly from the impact.;On this jump, the student’s designated deployment altitude was 5,500 feet. The Skydivers Information Manual repeatedly states that altitude awareness is a jumper’s number-one priority. Students should concentrate on important tasks in freefall and reserve orientating themselves to the drop zone once they are under the canopy. Even during student jumps when an instructor is present, skydivers are responsible for saving their own lives. Although an instructor may attempt to assist, it is a student skydiver’s responsibility to deploy their main parachute or perform emergency procedures when necessary. In addition, SIM Section 4-A states that jumpers who are unable to locate or pull the main deployment handle should make two efforts at most before performing emergency procedures. Instructors should never allow themselves to go below their minimum deployment altitude (2,500 feet), even if they are attempting to assist a student. It is safer for both the instructor and student for the instructor to deploy their own parachute, which can also signal the student that they must deploy theirs.;0.5568399724271493;Yes;Yes;Yes;student;Yes;No;No;No;No;Yes;No;1.0;No;done
111;2023-08-01;Yes;Incorrect Emergency Procedures;39.0;Male;13.0;13 year(s);;;;United Parachute Technologies Sigma;;;;;No;Cookie G3;installed   connected;Yes;;In calm and clear weather conditions, a tandem pair exited a Cessna 182 aircraft at an altitude of 7,600 feet above ground level. The ground temperature was 65 degrees Fahrenheit, and there were 10 mph winds in the landing area. Witnesses observed a smooth exit. The instructor—who held his tandem rating for more than six years and was reportedly an active instructor—was using a hand-mounted video camera. The footage showed an uneventful freefall. At 3,800 feet AGL, the tandem instructor deployed the drogue release to deploy the main canopy but encountered a bag-lock malfunction. The video footage showed that the instructor immediately prepared to initiate emergency procedures, simultaneously putting one hand on the cutaway handle and the other on the reserve handle. However, he pulled the reserve handle 1.5 seconds before the cutaway handle, which released the reserve freebag from the container while the main canopy was still attached. The deploying reserve briefly entangled with the malfunctioning main canopy, but the entanglement cleared as the main canopy released. However, the reserve opened with a line-over malfunction, which likely occurred during the brief entanglement. The pair immediately went into a spinning turn. The instructor unsuccessfully struggled to clear the line-over for the rest of the canopy flight, and the pair landed in a sharp turn. The hard impact killed the instructor. The student was severely injured but is expected to make a complete recovery.;The Basic Safety Requirements in Section 2-1 of the Skydiver’s Information Manual Section mandate a minimum deployment altitude of 5,000 feet for tandem skydives. This instructor deployed at approximately 3,800 feet, 1,200 feet lower than the minimum. The SIM describes the recommended procedure for dealing with partial malfunctions in Section 5-1.E and emphasizes the importance of cutting away the main parachute before deploying the reserve. If the instructor had pulled the cutaway handle first, the reserve parachute would have likely deployed and inflated in clean air. This instructor was highly experienced and reportedly current on practicing emergency procedures, but the stress of having a high-speed malfunction at a low altitude may have overwhelmed him, causing him to panic and pull the handles in the wrong order. The BSRs stipulate the 5,000-foot tandem-opening altitude so that the instructor has sufficient time to handle a malfunction following deployment. Even if the instructor pulled the handles in the wrong order, opening at 5,000 feet would have provided roughly 30 extra seconds—even with the canopy spinning—to try to solve the problem. The BSRs are requirements for a reason. Every jumper, no matter how experienced or current, must remember this.;;Yes;Yes;Yes;tandem;No;No;No;No;No;Yes;No;2.0;Yes;done
112;2023-07-01;Yes;Landing Problem (No Turn);39.0;Female;9.0;9 year(s);1000.0;18.0;;United Parachute Technologies Vector 3;Performance Designs Spectre 150;;;Airtec Cypres;Yes;Cookie G4;installed   connected;Yes;;This jumper exited a Twin Otter at 5,000 feet for a hop-and-pop, her first jump back after breaking her ankle falling down a flight of stairs. The temperature was 80 degrees Fahrenheit with 5- to 19-mph ground winds. Other jumpers on the load stated that she seemed nervous on the ride to altitude but showed no signs of medical distress and that her exit and deployment seemed normal. A witness on the ground observed the jumper under a fully functional canopy at approximately 1,000 feet but said that she did not appear to be steering. A later gear inspection revealed that the jumper had released her toggles and stowed her slider and the rest of the equipment was in proper working order. When the jumper reached approximately 500 feet, the witness could see that she did not have her hands in the toggles and that her head was slumped over. The witness saw no further movement, but outside video footage showed that she lifted her left arm about 45 degrees prior to reaching the ground. A witness described the movement as erratic and uncharacteristic of a jumper preparing for landing. The jumper suffered massive trauma during the hard landing, possibly severing her spine at her neck. When first responders arrived from the drop zone, the jumper was not breathing and had no pulse. They started CPR, which they continued until emergency medical services arrived and pronounced her dead at the scene.;The circumstances of this incident point strongly toward the jumper suffering a medical emergency after deployment, but autopsy results are not available to confirm this. Local authorities believe that the opening shock may have released a blood clot from her ankle injury, which may have caused a stroke. Whether or not this was the cause, this tragic incident underscores the importance of comprehensive and honest communication between skydivers and medical professionals. Patients should inform medical staff about the unique stressors of skydiving, such as the g-forces during canopy deployment, pressure changes and heightened anxiety, when asking them to provide recommendations about returning to the sport. This information is crucial for medical staff to correctly diagnose and treat injuries, prevent potential complications and provide appropriate advice about when it is safe to return to skydiving.;5.174238294710588;Yes;Yes;No;licensed;No;No;No;No;Yes;No;No;1.0;No;done
113;2023-06-01;No;Landing Problem (No Turn);37.0;Female;0.0027397260273972;1 day(s);1.0;1.0;;United Parachute Technologies student vector;Performance Designs sabre 2;;Performance Designs PDR;;No;protec;installed   connected;Yes;;After an uneventful Category A AFF freefall and canopy descent, this student set up a good landing pattern. However, she flared late, resulting in a hard landing and an injured ankle.;It is common for students to flare too early or too late. While it was not reported whether this student attempted a PLF, performing a proper PLF in this situation may have prevented her injury.;0.0274755399852185;Yes;Yes;Yes;student;No;No;No;No;No;No;No;1.0;No;done
114;2023-05-01;No;Landing Problem (No Turn);28.0;Male;0.0027397260273972;1 day(s);1.0;0.0;;Velocity Sports Infinity;NZ Aerosports Safire 3 240;;;Advanced Aerospace Designs Vigil2;Yes;Protec;installed   connected;Yes;;This student had completed the ground class on the day of the first jump. After an uneventful skydive the student deployed his parachute at 5,500 ft AGL. The canopy opened normally and the two instructors flew to, and landed at, the landing zone. Two other student jumpers on the load landed uneventfully, but ground observers noticed that this student was flying downwind far east of the dropzone. Observers were not near the ground controller giving radio instructions, and so could not hear the instructions given to the student, but it did not appear that the student was responding to radio commands. The student eventually disappeared from view of the ground observers because his eventual landing spot was obstructed by hangars and a small hill.;The student reported that after deployment he put his hands through the brake toggles but was unsuccessful in controlling the canopy because he was also grasping the risers, and was unable to determine why he couldn't pull the brakes for steering or flaring. The student reported hearing radio commands, but could not respond effectively.;0.0009962590472856;Yes;No;Yes;student;No;No;No;No;No;No;No;1.0;No;done
115;2023-05-01;No;Equipment Problem;24.0;Male;;;32.0;2.0;;Mirage Systems g4;Flight Concepts comodor 210;;Performance Designs pdr 193;MarS MarS Parachute AAD;Yes;cookie;installed   not known if connected;No;;This skydiver had just moved out onto the step of the C-182 when another jumper already out on the strut pushed him off. Within seconds, he found himself under a fully-inflated main parachute.;As the jumper exited the aircraft, his pilot chute or pilot chute bridle snagged on something in the aircraft, possibly one of the pilot's controls in the center of the instrument panel. The jumper himself was not aware, however the skydiver already out on the strut saw the pilot chute pulled free and took action to make sure the canopy did not deploy over the aircraft's tail. The quick-thinking of this jumper prevented a potentially catastrophic situation.;;Yes;No;Yes;licensed;No;No;No;No;No;No;No;2.0;No;done
116;2023-05-01;No;Landing Problem (No Turn);33.0;Male;1.1666666666666667;14 month(s);61.0;50.0;;Sunrise Rigging Wings;NZ Aerosports Safire 2 189;;Performance Designs PDR 193;MarS MarS Parachute AAD;Yes;G4;installed   connected;Yes;;This jumper was part of a 3-way on the first load of the day. The freefall was uneventful. On opening, the jumper found himself farther from the drop zone than he expected. The jumper bypassed the available alternate landing areas (an overgrown field, and an area with grass and bisecting gravel roads) in his attempt to make it back to the main landing area.;While this skydiver had made 6 previous jumps at this location over the preceding two weeks, on this day the winds were from a different direction and the spot was off significantly. The BSRs require all skydivers to determine both the winds aloft and the ground winds before boarding the plane so that they are not caught off guard by the conditions. Had this jumper checked the winds aloft, he may have noticed that the spot was inappropriate and asked the pilot for a go-around.;1.82538781097509;Yes;No;Yes;licensed;No;No;No;No;Yes;No;No;3.0;No;done
117;2023-05-01;No;Other;;;;;;;;;;;;;No;;not known if installed   not known if connected;No;;"After an uneventful 4-way skydive and canopy opening, this skydiver found himself in traffic. The skydiver turned 180 degrees away from the other canopies to put some distance between them and give the other jumpers time to descend out of the way; but this turn aimed the skydiver downwind. The tailwind pushed the skydiver farther than they expected, and they landed safely in the alternate landing area instead of the primary for which they'd planned.";This jumper chose to make a turn in order to gain separation from the other canopies nearby, and did not take into account the strength and direction of the canopy winds. Assuming the jumper was not turning to avoid an imminent collision, a better strategy to promote the sought-after vertical separation would have been to remain facing into the wind and go to brakes in order to slow descent rate. This would have kept the jumper close enough to the primary landing area to enter the pattern there.;;Yes;No;Yes;licensed;No;No;No;No;Yes;No;No;4.0;No;done
118;2023-05-01;No;Other;37.0;Male;2.0;2 year(s);115.0;70.0;;Peregrine Manufacturing Falkyn;Performance Designs Pulse 210;;Performance Designs 193;Airtec Cypres2;Yes;Cookie G4;installed   connected;Yes;;After an uneventful skydive, this jumper found himself facing canopy winds that had increased markedly from the previous load. He reported that at 1500 feet he was coming straight down. He aborted to an alternate landing area (dz-designated out) and landed safely after barely clearing the treeline.;The jumper reported that he did not check the updated wind information before getting on the plane, and implied that he and some of the other less-experienced jumpers would likely have chosen not to get on the load had they been paying attention to the increasing winds. The BSRs require all skydivers to check the winds aloft and ground winds before every jump in order to avoid being caught off guard.;2.7218401215305192;Yes;No;Yes;licensed;No;No;No;No;Yes;No;No;;No;done
119;2023-05-01;No;Landing Problem (No Turn);21.0;Female;0.4166666666666667;5 month(s);32.0;28.0;;;200;0.7;;Advanced Aerospace Designs Vigil2;Yes;Cookie;not known if installed   not known if connected;No;;When faced with strong winds under canopy, this jumper was unable to clear the trees when aiming for a dz-designated out. She flared upon impact with the trees and walked away with scrapes to one leg.;This was reported as the skydiver's first jump in more than 30 days, with a very fresh A license and a wing-loading of 0.7. She also reported the ground winds as 24 knots at the time of the incident. In 24-knot winds, just about any skydiver loaded at 0.7 will be flying backward. Had she checked the winds before boarding the plane, she may have chosen not to join the load. In the absence of drop zone-designated wind holds, freshly-licensed skydivers should discuss appropriate wind limits with a coach, instructor, or S&TA before manifesting in marginal conditions.;0.9370762917913892;Yes;Yes;Yes;licensed;No;No;No;No;Yes;No;No;1.0;No;done
120;2023-05-01;No;Medical Problem;60.0;Female;0.0027397260273972;1 day(s);1.0;1.0;;;United Parachute Technologies Sigma 330;;;;No;;not known if installed   not known if connected;No;;This woman was making her first tandem jump. Freefall was uneventful, and she was talking after the parachute opened and helping to fly it around. Around 1000 feet, she passed out. The landing was soft in 20 mph winds, and the tandem student was still unresponsive, though a pulse could be found upon palpation. A couple of minutes later her heart stopped, and CPR was performed. When paramedics arrived, they applied an AED (automated external defibrillator) shock which succeeded in getting her heart beating again, and she was transported to a local hospital.;This woman was 60 years old and heavyset, red flags for cardiovascular disease. It was discovered after the fact that this woman had experienced a prior heart attack which was not reported in the waiver. The stress and adrenaline of skydiving can precipitate a heart attack in someone predisposed to the condition. Family and friends of prospective tandem jumpers should encourage them to be honest on their waivers. All skydivers and prospective skydivers should consult with their physicians and ensure that any medical conditions they may have are being appropriately managed before engaging in skydiving.;0.0274755399852185;Yes;Yes;No;tandem;No;No;No;No;No;No;No;1.0;No;done
121;2023-05-01;No;Medical Problem;;Female;;;;;;;;;;;No;;not known if installed   not known if connected;No;;A student performed a Category G-3 jump with a USPA Coach from 13,500 feet. Exit and freefall were uneventful until pull time.;The student had a similar issue with her left shoulder on her Cat A jump where she had difficulty with the flare. As directed, she sought medical advice after that jump. The doctor examined her and indicated that there was no obvious issue, advised her to take ibuprofen, and gave her some exercises to do. The student is in her twenties and is in good physical condition. In fact, she had participated in a Spartan race earlier that day and she suggested that perhaps she had overexerted her shoulder during the race.;;Yes;No;Yes;student;No;No;No;No;No;No;No;1.0;No;done
122;2023-05-01;No;Landing Problem (No Turn);23.0;Female;;;96.0;;;Sunrise Rigging Wings W10;NZ Aerosports Safire3 149;;Aerodyne Research Smart 160;Advanced Aerospace Designs Cuatro;Yes;Cookie G4;installed   connected;Yes;;This skydiver was participating in a 10-way belly jump. During the jump, another jumper accidently pulled this skydiver's altimeter off while trying to dock with her (digital altimeter on wrist band). When the jumper deployed, she discovered that she was very far downwind and had no chance of making it back. She tried to land in a very small field but no longer had an altimeter to help with her canopy flight. She ended up landing in a tree and was suspended by the branches. The homeowner saw the incident and called EMS immediately. EMS responded quickly and was able to get the jumper and the equipment safely out of the tree. The jumper sustained an injury to her left ankle while impacting the tree and was taken to the hospital by ambulance to be evaluated.;The instructor spotting for the group did not correctly account for the winds and allowed the group to exit far downwind of the dropzone. Had the instructor given a better spot, the reporter believes that everyone would have been able to make it back. Anyone taking on the responsibility of spotting for others should determine the winds aloft before each jump, know how to calculate freefall drift, and understand how to judge the point that is directly under the aircraft. The spotter must also take into account the climb-out time of the group.;;Yes;Yes;Yes;licensed;No;No;No;No;Yes;No;No;10.0;No;done
123;2023-05-01;No;Intentional Low Turn;29.0;Male;10.0;10 year(s);6000.0;400.0;;United Parachute Technologies Vector 3;Fluid Wings HKT 69;;;;No;TonFly;not known if installed   not known if connected;No;;This skydiver was first to exit on a hop-n-pop pass, giving him free and clear airspace. Exit and initial canopy descent were uneventful, and the jumper then set up to swoop a tight area, rather than setting up for the formal, free and clear, normal landing area at the dropzone. The jumper executed a high-performance turn in excess of 450 degrees on a line either too low or too deep to clear the obstacles in his path. He struck the roof of a hanger, followed by a parked C-182, followed by pavement, where he was tended to by first responders before being transported to a local hospital.;This jumper was uncurrent, performing his first jump back at the start of the season. Instead of making a conservative approach, he decided to execute an extremely high performance turn (believed to be an 810) at a high wing loading (~3.0), into a tight area, swooping a line with an excess of fixed objects to avoid (hangar, tent, parked airplane, followed by fence and fire pit). Though it is against DZ policy, the jumper had swooped this line successfully in the past, though while extremely current. This time, his lack of currency combined with a lack of available outs for the chosen line put the jumper into a corner he could not get out of. Witnesses believe the jumper was either slightly low or slightly too deep for where he intended to roll out, a mistake he would have been less likely to make and more likely to recognize and compensate for earlier were he more current. Additionally, it is speculated that had the jumper performed the same maneuver in the main landing area, he would have had the outs he needed to abort the maneuver as needed and land safely.;21.1908754268636;Yes;Yes;Yes;licensed;No;No;No;No;No;No;Yes;1.0;No;done
124;2023-05-01;No;Intentional Low Turn;30.0;Male;1.0;1 year(s);350.0;350.0;;Sun Path Javelin Odyssey;Performance Designs Sabre 2 150;;Aerodyne Research LPV 150;MarS MarS Parachute AAD;Yes;Tonfly 2X Open Face;installed   connected;Yes;;This jumper went on a 5-way tracking dive. Freefall was uneventful. The participants planned to open at 4000 feet. Three of the five jumpers did open high enough to make it back to the holding area to fly the established landing pattern. This jumper reported that he opened lower than planned and was not in the saddle until about 2000 feet. Due to his insufficient altitude, he flew straight in to the base leg of landing pattern from the direction opposite the established pattern.;"While several factors contributed to this jumper sustaining serious injuries, first and foremost was simply making an aggressive low turn. Further, he had loaned his altimeter to another jumper on the load, so he was relying primarily on his audible altimeter and his eyes to determine pattern altitudes. Upon inspection of his equipment, the display on the audible altimeter would not turn on. It is not known if it was never on, or if it was damaged from the landing, as his helmet did make impact with the ground (as evidenced by the camera breaking off the top and embedded dirt; the SD card did not contain this landing). He also opened lower than planned, which resulted in him having difficulties making it back to the main landing area. This jumper could have simply picked an alternate landing area.";9.692746278251862;Yes;Yes;Yes;licensed;No;No;No;No;No;No;Yes;5.0;No;done
125;2023-05-01;No;Equipment Problem;35.0;Male;5.0;5 year(s);;;;Aerodyne Research I2;Icarus;;;;No;;installed   connected;Yes;;After an uneventful skydive and canopy descent, this jumper was on the final leg of his landing pattern. When he pulled on his rear risers to plane out the canopy, the slink on one rear riser failed, releasing the C and D lines on that side of the canopy. The skydiver maintained his grip on his toggles, but did not have enough control to avoid a hard landing from at least 20 feet. The jumper sustained fractures to one leg in the impact and was transported by ambulance to a local hospital for surgery.;The failed slink was not found, so it could not be determined whether it broke or was improperly installed. Inspection of the remaining three slinks found no issues other than possibly their age.;;Yes;Yes;No;licensed;No;No;No;No;No;No;No;;No;done
126;2023-05-01;No;Collision (Canopy);;;;;;;;;;;;;No;;not known if installed   not known if connected;No;;In a crowded landing pattern, an instructor initiated a speed-inducing maneuver either just before or just after turning onto final. At about 100 feet AGL, his legs collided with the nose of another jumper's canopy. Fortunately, both canopies remained inflated and both jumpers landed safely. No further information about this incident or the jumpers involved was reported.;It is important for all jumpers to remember that lower canopies have the right of way, whether those canopies are large or small. It is equally important to remember that, as the low person, skydivers have the responsibility to fly smoothly and predicatably so that faster canopies approaching from above can choose a clear line around them.;;Yes;No;Yes;licensed;No;No;No;No;No;No;Yes;;No;done
127;2023-04-01;No;Main - Reserve Entanglement;65.0;Male;9.0;9 year(s);1560.0;280.0;;Velocity Sports Infinity;NZ Aerosports Crossfire 3 149;;Aerodyne Research Smart 175;Advanced Aerospace Designs Vigil2;Yes;Bonehead Aero;installed   connected;Yes;;This skydiver's fourth jump of the day was a typical 3-way belly jump. Climb-out, front-float launch, freefall, and track-off were uneventful. The jumper deployed his main pilot chute in a stable position at 3150 feet. His main canopy opened by approximately 2500 feet with a half-twist but without spinning or diving. The reserve pilot chute deployed without activation by the skydiver at about 2450 feet and rose into the main parachute. The freebag was extracted in front of the main parachute risers. Before the jumper recognized the freebag and could attempt to grab it, the reserve parachute inflated to the right of the main canopy, flew to left, and then at least one of the reserve lines tangled with one or both of the main risers at about 1890 feet and the main oriented into a downplane. As the reserve swung back around, the jumper's left arm became trapped between the main and reserve risers, but he was able to extract it shortly thereafter. He pulled the main cutaway handle at about 1700 feet, but neither main riser released. He could see a tangled line from the reserve in the area of the 3 ring system on the riser(s), but attempts to pull the lines loose did not succeed immediately. Successive attempts to clear the snag resulted in the left main riser releasing at about 1280 feet, leaving the right riser 3 ring system tangled with a reserve C or D line, preventing it from releasing. The line had snagged the terminal riser ring preventing it first from pulling through the harness ring, and later, once pulled through the harness ring, could not release the riser ring from the line itself due to the line tension. At this point, the reserve was in a downplane orientation followed by a partially-inflated main. The jumper struggled with lines and riser to release the main, and the entanglement was finally released at about 1000 feet. The reserve was briefly in a diving line twist, but the jumper recovered it to a flyable orientation by about 850 feet. He landed safely off the dropzone.;"This skydiver has a habit of conducting a complete gear check prior to boarding the plane for each skydive. He does not recall the gear check for this jump revealing any issues. Video by one of the other skydivers on the jump confirms the reserve flap was in place during the entire skydive. The AAD was submitted to Advanced Aerospace Designs for data analysis and the results showed that the AAD was set to activate 150 feet above normal activation altitude, and was also set in Tandem mode. Because normal Tandem activation altitude is approximately 2450 feet and an additional 150 was added, the unit activated at approximately 2600 feet, during the opening snivel of the main canopy. Following discussions online and at the DZ regarding activation altitudes for AADs and sniveling reserves, this skydiver had set the activation altitude to +150 several years ago. He did not deliberately change the AAD to Tandem mode; does not recall accessing the setup menu of the AAD since changing the activation mode which could have resulted in an inadvertent Tandem setting; and did not notice if the AAD displayed T +150 prior to the jump. While the majority of his jumps are instructor jumps with higher deployment altitudes, several fun jumps in recent months were at deployment altitudes of approximately 3000 feet with canopy snivels resulting in fully-open main parachutes lower than what occurred on this jump without concurrent AAD activation. He cannot explain how or when the AAD was switched to Tandem mode. If the display of the AAD was operating correctly, he overlooked the T +150 during his preboarding gear check.";12.331478186046176;Yes;No;Yes;licensed;No;No;Yes;No;No;Yes;No;3.0;No;done
128;2023-04-01;No;Landing Problem (No Turn);34.0;Male;0.75;9 month(s);39.0;39.0;;Rigging Innovations Student Curve;Performance Designs Navigator 220;;Performance Designs PDR 260;Airtec Cypres C-mode;Yes;Cookie G3;not known if installed   not known if connected;No;;The skydiver was jumping with a USPA AFF-I on a recurrency jump the day after Safety Day. The skydive was uneventful and the jumper performed all requirements to complete the recurrency jump. However, the jumper did not begin his flare until he was about 2 feet off the ground, resulting in a hard landing which broke his left tib/fib. The jumper chose to have an ambulance called, was issued pain medication on site, and was transported to the local hospital.;The reporter stated that it had rained significantly the day prior to this incident, so the ground was very soft. Harder ground would likely have resulted in worse or further injury.;1.3557128909936185;Yes;Yes;Yes;licensed;No;No;No;No;Yes;No;No;1.0;No;done
129;2023-04-01;No;Intentional Low Turn;30.0;Male;5.0;5 year(s);730.0;300.0;;Velocity Sports Northern Lite III - Infinity;Icarus CrossFire 3 119;;Performance Designs Optimum 143;Advanced Aerospace Designs Vigil2;Yes;Cookie Fuel;installed   not known if connected;No;;After an uneventful skydive, the jumper attempted a 180-degree high-performance turn into the main landing area. His setup was slightly higher than normal, leading him to make a more-aggressive-than-usual turn onto final, believing it would put him in proper position for landing. Upon completion of his turn, he noticed he was low and still diving. He went immediately and briefly to rears, then made a last-second attempt to stab out on toggles. He didn't have enough altitude remaining for the bail-out maneuver to be effective. The jumper was in a half-braked position when he impacted the ground. The canopy continued to fly for another 30 feet after the initial impact, pulling his body along with it. Once he came to a stop, he gave the spectators a thumbs-up indicating that he was okay. However, he didn't get up after that, and the spectators called for on-site medical evaluation. The jumper did not require further medical treatment and was able to walk it off with only minor injuries sustained: scrapes and bruises to the legs, a sore ankle, and general soreness in his legs, left shoulder and back.;This incident resulted from a combination of complacency, lack of knowledge about his canopy's flight characteristics, and poor decision-making. The jumper had the skills and experience to fly a pattern with a better setup. He did not need to turn as aggressively as he did to keep from overshooting the landing area. He started the turn too low for the type and degree of turn he used. The jumper attempted to bail out with rears first instead of going immediately to toggles. He also made an intentional turn of much greater than 90 degrees into a landing area for which turns over 90 degrees are prohibited.;10.347871629864752;Yes;Yes;Yes;licensed;No;No;No;No;No;No;Yes;1.0;No;done
130;2023-04-01;No;Equipment Problem;42.0;Male;0.8333333333333334;10 month(s);50.0;50.0;;Aerodyne Research Icon;Performance Designs Sabre 3 210;;Aerodyne Research Smart 190;Airtec Cypres2;Yes;Cookie G3.5;not known if installed   not known if connected;No;;This skydiver intended to make a hop-and-pop. At approximately 5500 feet, a jumper on the right-side bench near the front of the nearly-full plane witnessed the skydiver get up, open the door, and set up to exit on his left foot with his right knee down, the open door to his left. No handle check was seen during this process. Within two seconds of the jumper setting up in the door, the jumper's pilot chute had escaped and exited the aircraft. This was noticed by the rest of the jumpers on the load, who immediately began yelling for the skydiver to exit. The pilot chute quickly extracted the deployment bag and lines, which also began to escape the aircraft. Instead of following his gear out the door, the skydiver attempted to grab the deploying main and sat down against the rear bulkhead on the pilot's side of the plane. His attempt to contain the canopy was unsuccessful, and the main deployed into the slipstream and over the tail of the aircraft. At this point, the skydiver was forcibly pulled out of the aircraft. He struck the fuselage and then the tail, visibly damaging the front side of the tail. Though the pilot was able to maintain control of the aircraft, there was a period of franticness in the cabin and some jumpers chose to exit the plane without direction from the pilot. The witness was able to communicate what had happened to the pilot, who then set up and flew another pass over the field so that the rest of the jumpers could exit. The pilot was able to land the empty plane without incident. While under canopy, the witness was able to see the hop-and-pop jumper flying his reserve straight in to the landing area close to the drop zone buildings. He received immediate attention and was taken by ambulance to the local hospital. The extent of his injuries was not reported.;Had the jumper checked his handles before opening the door, a protruding pilot chute may have been discovered. In addition, it is possible that he snagged a piece of exposed bridle or the pilot chute handle itself on something while getting up and opening the door. All skydivers are taught to move carefully in the aircraft so as to not scrape their pins loose, and to protect their handles at all times. Careful movement in the aircraft, protecting one's handles, and performing a handle check before approaching (or opening) the door to exit should be considered essential safety procedures for all skydivers no matter their experience level.;1.6893982987073897;Yes;Yes;Yes;licensed;No;No;No;No;No;Yes;No;1.0;No;done
131;2023-04-01;No;Collision (Canopy);33.0;Male;2.0;2 year(s);181.0;90.0;;United Parachute Technologies Vector3;Parachute Systems ZP.exe 170;;;Advanced Aerospace Designs Cuatro;Yes;Cookie G4;not known if installed   not known if connected;No;;The affected jumper landed from his skydive without incident. His canopy was on the ground and he was stowing his brakes. He claims he was aware of other jumpers landing in the area and the lanes they had chosen. A wingsuit skydiver was coming in on final near him and this jumper was watching her, prepared to move out of the way if needed. The wingsuiter flared and was sliding her foot along the ground. The affected jumper did not move himself or his canopy further away from her as he judged there was enough room between them. However, as her foot slid across the ground, it caught the left side of his deflated canopy and pulled him off his feet. Upon impact with the ground, the affected jumper experienced immediate pain in his left shoulder, and was unable to move his arm forward or to the side. The wingsuiter assisted him in collecting his equipment and getting back to the packing area, where he was evaluated by other jumpers who noted swelling in his left shoulder area. The jumper took 800 mg of Ibuprofen and iced his shoulder. He went for X-rays and a CT scan after the pain did not dissipate. The scans revealed a minimally displaced fracture of the left scapula (shoulder blade), and the jumper was prescribed a sling and an orthopedic consultation.;"Both the affected jumper and the wingsuiter are judged by others to be safety conscious skydivers who had attended Safety Day the previous week. The person reporting the incident believes that the wingsuiter was sliding her foot because she flared a bit low, and that it was her foot slide - directly related, in the reporter's mind, with the timing of her flare - which caused the incident. However, skydivers often slide parts of one or both feet on the ground in order to bleed off some of the speed of landing, and this should be accounted for by any jumper on the ground making a decision to move or not to move out of the way. While the wingsuit skydiver may have been able to choose a clear lane which was not as close to the affected jumper, or used harness input to increase the margin between them, the affected jumper also could have moved himself - and his canopy - further out of her way as she approached him. It takes two to have a collision, but only one to avoid it; and the skydive isn't over until everyone is back in the hangar.";3.335751926007521;Yes;Yes;Yes;licensed;No;No;No;No;No;No;No;2.0;No;done
